,product_code,product_description,product_group,sales_date,price,sales_quantity,unit
39,1002,cucumber,vegetable,2021-11-10,4.532857142857142,33,kg
40,1002,cucumber,vegetable,2021-11-11,4.532857142857142,24,kg
41,1002,cucumber,vegetable,2021-11-12,4.532857142857142,29,kg
42,1002,cucumber,vegetable,2021-11-13,4.532857142857142,25,kg
43,1002,cucumber,vegetable,2021-11-14,4.532857142857142,38,kg
44,1002,cucumber,vegetable,2021-11-15,4.532857142857142,28,kg
45,1002,cucumber,vegetable,2021-11-16,4.532857142857142,27,kg
46,1002,cucumber,vegetable,2021-11-17,4.532857142857142,34,kg
47,1002,cucumber,vegetable,2021-11-18,4.532857142857142,21,kg
48,1002,cucumber,vegetable,2021-11-19,4.532857142857142,32,kg
49,1002,cucumber,vegetable,2021-11-20,4.532857142857142,28,kg
50,1002,cucumber,vegetable,2021-11-21,4.532857142857142,31,kg
51,1002,cucumber,vegetable,2021-11-22,4.532857142857142,24,kg
52,1002,cucumber,vegetable,2021-11-23,4.532857142857142,32,kg
53,1002,cucumber,vegetable,2021-11-24,4.532857142857142,37,kg
54,1002,cucumber,vegetable,2021-11-25,4.532857142857142,35,kg
55,1002,cucumber,vegetable,2021-11-26,4.532857142857142,27,kg
56,1002,cucumber,vegetable,2021-11-27,4.532857142857142,37,kg
57,1002,cucumber,vegetable,2021-11-28,4.532857142857142,23,kg
58,1002,cucumber,vegetable,2021-11-29,4.532857142857142,38,kg
59,1002,cucumber,vegetable,2021-11-30,4.532857142857142,20,kg
60,1003,onion,vegetable,2021-11-01,2.150714285714286,29,kg
61,1003,onion,vegetable,2021-11-02,2.150714285714286,22,kg
62,1003,onion,vegetable,2021-11-03,2.150714285714286,33,kg
63,1003,onion,vegetable,2021-11-04,2.150714285714286,27,kg
64,1003,onion,vegetable,2021-11-05,2.150714285714286,35,kg
65,1003,onion,vegetable,2021-11-06,2.150714285714286,29,kg
66,1003,onion,vegetable,2021-11-07,2.150714285714286,38,kg
67,1003,onion,vegetable,2021-11-08,2.150714285714286,27,kg
68,1003,onion,vegetable,2021-11-09,2.150714285714286,34,kg
69,1003,onion,vegetable,2021-11-10,2.150714285714286,26,kg
70,1003,onion,vegetable,2021-11-11,2.150714285714286,23,kg
71,1003,onion,vegetable,2021-11-12,2.150714285714286,39,kg
72,1003,onion,vegetable,2021-11-13,2.150714285714286,26,kg
73,1003,onion,vegetable,2021-11-14,2.150714285714286,39,kg
74,1003,onion,vegetable,2021-11-15,2.150714285714286,25,kg
75,1003,onion,vegetable,2021-11-16,2.150714285714286,21,kg
76,1003,onion,vegetable,2021-11-17,2.150714285714286,38,kg
77,1003,onion,vegetable,2021-11-18,2.150714285714286,21,kg
78,1003,onion,vegetable,2021-11-19,2.150714285714286,38,kg
79,1003,onion,vegetable,2021-11-20,2.150714285714286,30,kg
80,1003,onion,vegetable,2021-11-21,2.150714285714286,28,kg
81,1003,onion,vegetable,2021-11-22,2.150714285714286,25,kg
82,1003,onion,vegetable,2021-11-23,2.150714285714286,23,kg
83,1003,onion,vegetable,2021-11-24,2.150714285714286,23,kg
84,1003,onion,vegetable,2021-11-25,2.150714285714286,24,kg
85,1003,onion,vegetable,2021-11-26,2.150714285714286,28,kg
86,1003,onion,vegetable,2021-11-27,2.150714285714286,25,kg
87,1003,onion,vegetable,2021-11-28,2.150714285714286,38,kg
88,1003,onion,vegetable,2021-11-29,2.150714285714286,21,kg
89,1003,onion,vegetable,2021-11-30,2.150714285714286,27,kg
90,1101,plum,fruit,2021-11-01,4.3896551724137955,27,kg
91,1101,plum,fruit,2021-11-02,4.3896551724137955,33,kg
92,1101,plum,fruit,2021-11-03,4.3896551724137955,37,kg
93,1101,plum,fruit,2021-11-04,4.3896551724137955,33,kg
94,1101,plum,fruit,2021-11-05,4.3896551724137955,30,kg
95,1101,plum,fruit,2021-11-06,4.3896551724137955,22,kg
96,1101,plum,fruit,2021-11-07,4.3896551724137955,38,kg
97,1101,plum,fruit,2021-11-08,4.3896551724137955,22,kg
98,1101,plum,fruit,2021-11-09,4.3896551724137955,22,kg
99,1101,plum,fruit,2021-11-10,4.3896551724137955,36,kg
100,1101,plum,fruit,2021-11-11,4.3896551724137955,34,kg
101,1101,plum,fruit,2021-11-12,4.3896551724137955,32,kg
102,1101,plum,fruit,2021-11-13,4.3896551724137955,36,kg
103,1101,plum,fruit,2021-11-14,4.3896551724137955,32,kg
104,1101,plum,fruit,2021-11-15,4.3896551724137955,24,kg
105,1101,plum,fruit,2021-11-16,4.3896551724137955,34,kg
106,1101,plum,fruit,2021-11-17,4.3896551724137955,22,kg
107,1101,plum,fruit,2021-11-18,4.3896551724137955,39,kg
108,1101,plum,fruit,2021-11-19,4.3896551724137955,31,kg
109,1101,plum,fruit,2021-11-20,4.3896551724137955,21,kg
110,1101,plum,fruit,2021-11-21,4.3896551724137955,22,kg
111,1101,plum,fruit,2021-11-22,4.3896551724137955,31,kg
112,1101,plum,fruit,2021-11-23,4.3896551724137955,32,kg
113,1101,plum,fruit,2021-11-24,4.3896551724137955,29,kg
114,1101,plum,fruit,2021-11-25,4.3896551724137955,24,kg
115,1101,plum,fruit,2021-11-26,4.3896551724137955,34,kg
116,1101,plum,fruit,2021-11-27,4.3896551724137955,24,kg
117,1101,plum,fruit,2021-11-28,4.3896551724137955,21,kg
118,1101,plum,fruit,2021-11-29,4.3896551724137955,32,kg
119,1101,plum,fruit,2021-11-30,4.3896551724137955,29,kg
120,1102,orange,fruit,2021-11-01,2.714285714285715,37,kg
121,1102,orange,fruit,2021-11-02,2.714285714285715,21,kg
122,1102,orange,fruit,2021-11-03,2.714285714285715,35,kg
123,1102,orange,fruit,2021-11-04,2.714285714285715,37,kg
124,1102,orange,fruit,2021-11-05,2.714285714285715,36,kg
125,1102,orange,fruit,2021-11-06,2.714285714285715,37,kg
126,1102,orange,fruit,2021-11-07,2.714285714285715,29,kg
127,1102,orange,fruit,2021-11-08,2.714285714285715,28,kg
128,1102,orange,fruit,2021-11-09,2.714285714285715,31,kg
129,1102,orange,fruit,2021-11-10,2.714285714285715,39,kg
130,1102,orange,fruit,2021-11-11,2.714285714285715,32,kg
131,1102,orange,fruit,2021-11-12,2.714285714285715,30,kg
132,1102,orange,fruit,2021-11-13,2.714285714285715,26,kg
133,1102,orange,fruit,2021-11-14,2.714285714285715,28,kg
134,1102,orange,fruit,2021-11-15,2.714285714285715,23,kg
135,1102,orange,fruit,2021-11-16,2.714285714285715,28,kg
136,1102,orange,fruit,2021-11-17,2.714285714285715,29,kg
137,1102,orange,fruit,2021-11-18,2.714285714285715,29,kg
138,1102,orange,fruit,2021-11-19,2.714285714285715,26,kg
139,1102,orange,fruit,2021-11-20,2.714285714285715,34,kg
140,1102,orange,fruit,2021-11-21,2.714285714285715,28,kg
141,1102,orange,fruit,2021-11-22,2.714285714285715,38,kg
142,1102,orange,fruit,2021-11-23,2.714285714285715,30,kg
143,1102,orange,fruit,2021-11-24,2.714285714285715,34,kg
144,1102,orange,fruit,2021-11-25,2.714285714285715,29,kg
145,1102,orange,fruit,2021-11-26,2.714285714285715,25,kg
146,1102,orange,fruit,2021-11-27,2.714285714285715,28,kg
147,1102,orange,fruit,2021-11-28,2.714285714285715,27,kg
148,1102,orange,fruit,2021-11-29,2.714285714285715,21,kg
149,1102,orange,fruit,2021-11-30,2.714285714285715,33,kg
150,1103,apple,fruit,2021-11-01,2.077777777777779,31,kg
151,1103,apple,fruit,2021-11-02,2.077777777777779,29,kg
152,1103,apple,fruit,2021-11-03,2.077777777777779,31,kg
153,1103,apple,fruit,2021-11-04,2.077777777777779,31,kg
154,1103,apple,fruit,2021-11-05,2.077777777777779,28,kg
155,1103,apple,fruit,2021-11-06,2.077777777777779,39,kg
156,1103,apple,fruit,2021-11-07,2.077777777777779,39,kg
157,1103,apple,fruit,2021-11-08,2.077777777777779,22,kg
158,1103,apple,fruit,2021-11-09,2.077777777777779,35,kg
159,1103,apple,fruit,2021-11-10,2.077777777777779,31,kg
160,1103,apple,fruit,2021-11-11,2.077777777777779,21,kg
161,1103,apple,fruit,2021-11-12,2.077777777777779,30,kg
162,1103,apple,fruit,2021-11-13,2.077777777777779,20,kg
163,1103,apple,fruit,2021-11-14,2.077777777777779,31,kg
164,1103,apple,fruit,2021-11-15,2.077777777777779,23,kg
165,1103,apple,fruit,2021-11-16,2.077777777777779,24,kg
166,1103,apple,fruit,2021-11-17,2.077777777777779,21,kg
167,1103,apple,fruit,2021-11-18,2.077777777777779,28,kg
168,1103,apple,fruit,2021-11-19,2.077777777777779,24,kg
169,1103,apple,fruit,2021-11-20,2.077777777777779,34,kg
170,1103,apple,fruit,2021-11-21,2.077777777777779,35,kg
171,1103,apple,fruit,2021-11-22,2.077777777777779,35,kg
172,1103,apple,fruit,2021-11-23,2.077777777777779,36,kg
173,1103,apple,fruit,2021-11-24,2.077777777777779,20,kg
174,1103,apple,fruit,2021-11-25,2.077777777777779,28,kg
175,1103,apple,fruit,2021-11-26,2.077777777777779,24,kg
176,1103,apple,fruit,2021-11-27,2.077777777777779,29,kg
177,1103,apple,fruit,2021-11-28,2.077777777777779,37,kg
178,1103,apple,fruit,2021-11-29,2.077777777777779,33,kg
179,1103,apple,fruit,2021-11-30,2.077777777777779,29,kg
180,1104,grape,fruit,2021-11-01,4.400000000000002,29,kg
181,1104,grape,fruit,2021-11-02,4.400000000000002,25,kg
182,1104,grape,fruit,2021-11-03,4.400000000000002,24,kg
183,1104,grape,fruit,2021-11-04,4.400000000000002,38,kg
184,1104,grape,fruit,2021-11-05,4.400000000000002,28,kg
185,1104,grape,fruit,2021-11-06,4.400000000000002,25,kg
186,1104,grape,fruit,2021-11-07,4.400000000000002,37,kg
187,1104,grape,fruit,2021-11-08,4.400000000000002,21,kg
188,1104,grape,fruit,2021-11-09,4.400000000000002,35,kg
189,1104,grape,fruit,2021-11-10,4.400000000000002,24,kg
190,1104,grape,fruit,2021-11-11,4.400000000000002,29,kg
191,1104,grape,fruit,2021-11-12,4.400000000000002,24,kg
192,1104,grape,fruit,2021-11-13,4.400000000000002,37,kg
193,1104,grape,fruit,2021-11-14,4.400000000000002,31,kg
194,1104,grape,fruit,2021-11-15,4.400000000000002,32,kg
195,1104,grape,fruit,2021-11-16,4.400000000000002,38,kg
196,1104,grape,fruit,2021-11-17,4.400000000000002,34,kg
197,1104,grape,fruit,2021-11-18,4.400000000000002,36,kg
198,1104,grape,fruit,2021-11-19,4.400000000000002,24,kg
199,1104,grape,fruit,2021-11-20,4.400000000000002,21,kg
200,1104,grape,fruit,2021-11-21,4.400000000000002,28,kg
201,1104,grape,fruit,2021-11-22,4.400000000000002,36,kg
202,1104,grape,fruit,2021-11-23,4.400000000000002,20,kg
203,1104,grape,fruit,2021-11-24,4.400000000000002,26,kg
204,1104,grape,fruit,2021-11-25,4.400000000000002,34,kg
205,1104,grape,fruit,2021-11-26,4.400000000000002,29,kg
206,1104,grape,fruit,2021-11-27,4.400000000000002,26,kg
207,1104,grape,fruit,2021-11-28,4.400000000000002,27,kg
208,1104,grape,fruit,2021-11-29,4.400000000000002,39,kg
209,1104,grape,fruit,2021-11-30,4.400000000000002,32,kg
210,1201,milk-1.5,dairy,2021-11-01,6.078571428571431,32,pcs
211,1201,milk-1.5,dairy,2021-11-02,6.078571428571431,39,pcs
212,1201,milk-1.5,dairy,2021-11-03,6.078571428571431,34,pcs
213,1201,milk-1.5,dairy,2021-11-04,6.078571428571431,31,pcs
214,1201,milk-1.5,dairy,2021-11-05,6.078571428571431,36,pcs
215,1201,milk-1.5,dairy,2021-11-06,6.078571428571431,36,pcs
216,1201,milk-1.5,dairy,2021-11-07,6.078571428571431,39,pcs
217,1201,milk-1.5,dairy,2021-11-08,6.078571428571431,30,pcs
218,1201,milk-1.5,dairy,2021-11-09,6.078571428571431,25,pcs
219,1201,milk-1.5,dairy,2021-11-10,6.078571428571431,24,pcs
220,1201,milk-1.5,dairy,2021-11-11,6.078571428571431,27,pcs
221,1201,milk-1.5,dairy,2021-11-12,6.078571428571431,29,pcs
222,1201,milk-1.5,dairy,2021-11-13,6.078571428571431,24,pcs
223,1201,milk-1.5,dairy,2021-11-14,6.078571428571431,36,pcs
224,1201,milk-1.5,dairy,2021-11-15,6.078571428571431,24,pcs
225,1201,milk-1.5,dairy,2021-11-16,6.078571428571431,29,pcs
226,1201,milk-1.5,dairy,2021-11-17,6.078571428571431,35,pcs
227,1201,milk-1.5,dairy,2021-11-18,6.078571428571431,21,pcs
228,1201,milk-1.5,dairy,2021-11-19,6.078571428571431,29,pcs
229,1201,milk-1.5,dairy,2021-11-20,6.078571428571431,22,pcs
230,1201,milk-1.5,dairy,2021-11-21,6.078571428571431,24,pcs
231,1201,milk-1.5,dairy,2021-11-22,6.078571428571431,20,pcs
232,1201,milk-1.5,dairy,2021-11-23,6.078571428571431,36,pcs
233,1201,milk-1.5,dairy,2021-11-24,6.078571428571431,35,pcs
234,1201,milk-1.5,dairy,2021-11-25,6.078571428571431,37,pcs
235,1201,milk-1.5,dairy,2021-11-26,6.078571428571431,39,pcs
236,1201,milk-1.5,dairy,2021-11-27,6.078571428571431,38,pcs
237,1201,milk-1.5,dairy,2021-11-28,6.078571428571431,37,pcs
238,1201,milk-1.5,dairy,2021-11-29,6.078571428571431,37,pcs
239,1201,milk-1.5,dairy,2021-11-30,6.078571428571431,25,pcs
240,1202,yogurt-1,dairy,2021-11-01,6.693103448275866,26,pcs
241,1202,yogurt-1,dairy,2021-11-02,6.693103448275866,36,pcs
242,1202,yogurt-1,dairy,2021-11-03,6.693103448275866,30,pcs
243,1202,yogurt-1,dairy,2021-11-04,6.693103448275866,29,pcs
244,1202,yogurt-1,dairy,2021-11-05,6.693103448275866,20,pcs
245,1202,yogurt-1,dairy,2021-11-06,6.693103448275866,21,pcs
246,1202,yogurt-1,dairy,2021-11-07,6.693103448275866,34,pcs
247,1202,yogurt-1,dairy,2021-11-08,6.693103448275866,25,pcs
248,1202,yogurt-1,dairy,2021-11-09,6.693103448275866,38,pcs
249,1202,yogurt-1,dairy,2021-11-10,6.693103448275866,38,pcs
250,1202,yogurt-1,dairy,2021-11-11,6.693103448275866,31,pcs
251,1202,yogurt-1,dairy,2021-11-12,6.693103448275866,26,pcs
252,1202,yogurt-1,dairy,2021-11-13,6.693103448275866,32,pcs
253,1202,yogurt-1,dairy,2021-11-14,6.693103448275866,22,pcs
254,1202,yogurt-1,dairy,2021-11-15,6.693103448275866,32,pcs
255,1202,yogurt-1,dairy,2021-11-16,6.693103448275866,37,pcs
256,1202,yogurt-1,dairy,2021-11-17,6.693103448275866,39,pcs
257,1202,yogurt-1,dairy,2021-11-18,6.693103448275866,21,pcs
258,1202,yogurt-1,dairy,2021-11-19,6.693103448275866,38,pcs
259,1202,yogurt-1,dairy,2021-11-20,6.693103448275866,20,pcs
260,1202,yogurt-1,dairy,2021-11-21,6.693103448275866,28,pcs
261,1202,yogurt-1,dairy,2021-11-22,6.693103448275866,26,pcs
262,1202,yogurt-1,dairy,2021-11-23,6.693103448275866,39,pcs
263,1202,yogurt-1,dairy,2021-11-24,6.693103448275866,29,pcs
264,1202,yogurt-1,dairy,2021-11-25,6.693103448275866,24,pcs
265,1202,yogurt-1,dairy,2021-11-26,6.693103448275866,28,pcs
266,1202,yogurt-1,dairy,2021-11-27,6.693103448275866,23,pcs
267,1202,yogurt-1,dairy,2021-11-28,6.693103448275866,22,pcs
268,1202,yogurt-1,dairy,2021-11-29,6.693103448275866,31,pcs
269,1202,yogurt-1,dairy,2021-11-30,6.693103448275866,37,pcs
270,1203,butter-0.25,dairy,2021-11-01,11.4,22,pcs
271,1203,butter-0.25,dairy,2021-11-02,11.4,34,pcs
272,1203,butter-0.25,dairy,2021-11-03,11.4,26,pcs
273,1203,butter-0.25,dairy,2021-11-04,11.4,39,pcs
274,1203,butter-0.25,dairy,2021-11-05,11.4,27,pcs
275,1203,butter-0.25,dairy,2021-11-06,11.4,26,pcs
276,1203,butter-0.25,dairy,2021-11-07,11.4,33,pcs
277,1203,butter-0.25,dairy,2021-11-08,11.4,23,pcs
278,1203,butter-0.25,dairy,2021-11-09,11.4,22,pcs
279,1203,butter-0.25,dairy,2021-11-10,11.4,34,pcs
280,1203,butter-0.25,dairy,2021-11-11,11.4,21,pcs
281,1203,butter-0.25,dairy,2021-11-12,11.4,23,pcs
282,1203,butter-0.25,dairy,2021-11-13,11.4,20,pcs
283,1203,butter-0.25,dairy,2021-11-14,11.4,27,pcs
284,1203,butter-0.25,dairy,2021-11-15,11.4,33,pcs
285,1203,butter-0.25,dairy,2021-11-16,11.4,32,pcs
286,1203,butter-0.25,dairy,2021-11-17,11.4,22,pcs
287,1203,butter-0.25,dairy,2021-11-18,11.4,29,pcs
288,1203,butter-0.25,dairy,2021-11-19,11.4,36,pcs
289,1203,butter-0.25,dairy,2021-11-20,11.4,21,pcs
290,1203,butter-0.25,dairy,2021-11-21,11.4,25,pcs
291,1203,butter-0.25,dairy,2021-11-22,11.4,25,pcs
292,1203,butter-0.25,dairy,2021-11-23,11.4,20,pcs
293,1203,butter-0.25,dairy,2021-11-24,11.4,26,pcs
294,1203,butter-0.25,dairy,2021-11-25,11.4,31,pcs
295,1203,butter-0.25,dairy,2021-11-26,11.4,31,pcs
296,1203,butter-0.25,dairy,2021-11-27,11.4,29,pcs
297,1203,butter-0.25,dairy,2021-11-28,11.4,37,pcs
298,1203,butter-0.25,dairy,2021-11-29,11.4,34,pcs
299,1203,butter-0.25,dairy,2021-11-30,11.4,36,pcs
